Document No_,Line No_,Sell-to Customer No_,No_,Location Code,Posting Date,Shipment Date,Description_x,Unit of Measure,Quantity,Unit Price,Unit Cost (LCY),Amount,Amount Including VAT,Item Category Code_x,Tipo,Expected Receipt Date,Description_y,Base Unit of Measure,Item Category Code_y,Cantidad en Inventario,Month,Year,Day
103106,10000,30000.0,1960-S,PRINCIPAL,2022-09-01,2023-04-16,"ROME Guest Chair, green",Piece,1.0,193.7,151.1,193.7,193.7,SILLA,Venta,2022-01-01,"Silla inv. ROMA, verde",UDS,SILLA,2.0,9,2022,1
103106,20000,30000.0,2000-S,PRINCIPAL,2022-09-01,2023-04-16,"SYDNEY Swivel Chair, green",Piece,7.0,191.0,148.9,1337.0,1337.0,SILLA,Venta,2022-01-01,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0,9,2022,1
103107,10000,20000.0,1928-S,PRINCIPAL,2022-09-17,2023-04-16,Lámpara ÁMSTERDAM,Unidad,2.0,55.2,43.1,110.4,133.58,VARIOS,Venta,2022-01-01,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0,9,2022,17
103108,10000,30000.0,1988-S,PRINCIPAL,2022-09-19,2023-04-16,"SEOUL Guest Chair, red",Piece,1.0,193.7,151.1,193.7,193.7,SILLA,Venta,2022-01-01,"Silla inv. SEUL, roja",UDS,SILLA,0.0,9,2022,19
103109,10000,50000.0,1968-S,PRINCIPAL,2022-09-20,2023-04-16,"Silla giratoria MÉXICO, negra",Unidad,1.0,191.0,148.9,191.0,231.11,SILLA,Venta,2022-01-01,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0,9,2022,20
103110,10000,10000.0,1896-S,PRINCIPAL,2022-09-21,2023-04-16,Escritorio ATENAS,Unidad,5.0,1005.8,784.6,5029.0,6085.09,MESA,Venta,2022-01-01,Escritorio ATENAS,UDS,MESA,4.0,9,2022,21
103110,20000,10000.0,1960-S,PRINCIPAL,2022-09-21,2023-04-16,"Silla inv. ROMA, verde",Unidad,3.0,193.7,151.1,581.1,703.13,SILLA,Venta,2022-01-01,"Silla inv. ROMA, verde",UDS,SILLA,2.0,9,2022,21
103110,30000,10000.0,1972-S,PRINCIPAL,2022-09-21,2023-04-16,"Silla giratoria MUNICH, amar.",Unidad,2.0,191.0,148.9,382.0,462.22,SILLA,Venta,2022-01-01,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0,9,2022,21
103110,40000,10000.0,1996-S,PRINCIPAL,2022-09-21,2023-04-16,"Pizarra ATLANTA, base",Unidad,4.0,1404.3,1095.3,5617.2,6796.81,VARIOS,Venta,2022-01-01,"Pizarra ATLANTA, base",UDS,VARIOS,10.0,9,2022,21
103111,10000,20000.0,1900-S,PRINCIPAL,2022-09-22,2023-04-16,"Silla inv. PARÍS, negra",Unidad,2.0,193.7,151.1,387.4,468.75,SILLA,Venta,2022-01-01,"Silla inv. PARÍS, negra",UDS,SILLA,0.0,9,2022,22
103111,20000,20000.0,1964-S,PRINCIPAL,2022-09-22,2023-04-16,"Silla inv. TOKIO, azul",Unidad,4.0,193.7,151.1,774.8,937.51,SILLA,Venta,2022-01-01,"Silla inv. TOKIO, azul",UDS,SILLA,4.0,9,2022,22
103111,30000,20000.0,1980-S,PRINCIPAL,2022-09-22,2023-04-16,"Silla giratoria MOSCÚ, roja",Unidad,2.0,191.0,148.9,382.0,462.22,SILLA,Venta,2022-01-01,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0,9,2022,22
103112,10000,50000.0,1906-S,PRINCIPAL,2022-09-24,2023-04-16,Pedestal móvil ATENAS,Unidad,3.0,435.8,339.9,1307.4,1581.95,ESCRITORIO,Venta,2022-01-01,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0,9,2022,24
103113,10000,40000.0,1908-S,PRINCIPAL,2022-09-24,2023-04-16,"Silla giratoria LONDRES, azul",stück,4.0,191.0,148.9,764.0,764.0,SILLA,Venta,2022-01-01,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0,9,2022,24
103113,20000,40000.0,1920-S,PRINCIPAL,2022-09-24,2023-04-16,Mesa de conferencia AMBERES,stück,2.0,651.1,508.0,1302.2,1302.2,ESCRITORIO,Venta,2022-01-01,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0,9,2022,24
103113,30000,40000.0,1960-S,PRINCIPAL,2022-09-24,2023-04-16,"Silla inv. ROMA, verde",stück,1.0,193.7,151.1,193.7,193.7,SILLA,Venta,2022-01-01,"Silla inv. ROMA, verde",UDS,SILLA,2.0,9,2022,24
103113,40000,40000.0,1968-S,PRINCIPAL,2022-09-24,2023-04-16,"Silla giratoria MÉXICO, negra",stück,4.0,191.0,148.9,764.0,764.0,SILLA,Venta,2022-01-01,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0,9,2022,24
103113,50000,40000.0,1980-S,PRINCIPAL,2022-09-24,2023-04-16,"Silla giratoria MOSCÚ, roja",stück,1.0,191.0,148.9,191.0,191.0,SILLA,Venta,2022-01-01,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0,9,2022,24
103114,10000,20000.0,1900-S,PRINCIPAL,2022-09-25,2023-04-16,"Silla inv. PARÍS, negra",Unidad,2.0,193.7,151.1,387.4,468.75,SILLA,Venta,2022-01-01,"Silla inv. PARÍS, negra",UDS,SILLA,0.0,9,2022,25
103115,10000,30000.0,1896-S,PRINCIPAL,2022-09-25,2023-04-16,ATHENS Desk,Piece,4.0,1005.8,784.6,4023.2,4023.2,MESA,Venta,2022-01-01,Escritorio ATENAS,UDS,MESA,4.0,9,2022,25
103115,20000,30000.0,1928-S,PRINCIPAL,2022-09-25,2023-04-16,Lámpara giratoria roja,Piece,7.0,55.2,43.1,386.4,386.4,VARIOS,Venta,2022-01-01,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0,9,2022,25
103115,30000,30000.0,1996-S,PRINCIPAL,2022-09-25,2023-04-16,"ATLANTA Whiteboard, base",Piece,3.0,1404.3,1095.3,4212.9,4212.9,VARIOS,Venta,2022-01-01,"Pizarra ATLANTA, base",UDS,VARIOS,10.0,9,2022,25
103116,10000,50000.0,1920-S,PRINCIPAL,2022-09-28,2023-04-16,Mesa de conferencia AMBERES,Unidad,2.0,651.1,508.0,1302.2,1575.66,ESCRITORIO,Venta,2022-01-01,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0,9,2022,28
103116,20000,50000.0,1988-S,PRINCIPAL,2022-09-28,2023-04-16,"Silla inv. SEUL, roja",Unidad,3.0,193.7,151.1,581.1,703.13,SILLA,Venta,2022-01-01,"Silla inv. SEUL, roja",UDS,SILLA,0.0,9,2022,28
103117,10000,30000.0,1936-S,PRINCIPAL,2022-09-28,2023-04-16,"BERLIN Guest Chair, yellow",Piece,7.0,193.7,151.1,1355.9,1355.9,SILLA,Venta,2022-01-01,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0,9,2022,28
103117,20000,30000.0,1972-S,PRINCIPAL,2022-09-28,2023-04-16,"MUNICH Swivel Chair, yellow",Piece,3.0,191.0,148.9,573.0,573.0,SILLA,Venta,2022-01-01,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0,9,2022,28
103117,30000,30000.0,2000-S,PRINCIPAL,2022-09-28,2023-04-16,"SYDNEY Swivel Chair, green",Piece,5.0,191.0,148.9,955.0,955.0,SILLA,Venta,2022-01-01,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0,9,2022,28
103118,10000,30000.0,1960-S,PRINCIPAL,2022-10-02,2023-04-16,"ROME Guest Chair, green",Piece,1.0,193.7,151.1,193.7,193.7,SILLA,Venta,2022-01-01,"Silla inv. ROMA, verde",UDS,SILLA,2.0,10,2022,2
103119,10000,20000.0,1928-S,PRINCIPAL,2022-10-18,2023-04-16,Lámpara ÁMSTERDAM,Unidad,3.0,55.2,43.1,165.6,200.38,VARIOS,Venta,2022-01-01,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0,10,2022,18
103120,10000,10000.0,1960-S,PRINCIPAL,2022-10-19,2023-04-16,"Silla inv. ROMA, verde",Unidad,3.0,193.7,151.1,581.1,703.13,SILLA,Venta,2022-01-01,"Silla inv. ROMA, verde",UDS,SILLA,2.0,10,2022,19
103121,10000,30000.0,1988-S,PRINCIPAL,2022-10-20,2023-04-16,"SEOUL Guest Chair, red",Piece,1.0,193.7,151.1,193.7,193.7,SILLA,Venta,2022-01-01,"Silla inv. SEUL, roja",UDS,SILLA,0.0,10,2022,20
103122,10000,50000.0,1968-S,PRINCIPAL,2022-10-21,2023-04-16,"Silla giratoria MÉXICO, negra",Unidad,2.0,191.0,148.9,382.0,462.22,SILLA,Venta,2022-01-01,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0,10,2022,21
103123,10000,40000.0,1960-S,PRINCIPAL,2022-10-22,2023-04-16,"Silla inv. ROMA, verde",stück,2.0,193.7,151.1,387.4,387.4,SILLA,Venta,2022-01-01,"Silla inv. ROMA, verde",UDS,SILLA,2.0,10,2022,22
103124,10000,20000.0,1900-S,PRINCIPAL,2022-10-23,2023-04-16,"Silla inv. PARÍS, negra",Unidad,3.0,193.7,151.1,581.1,703.13,SILLA,Venta,2022-01-01,"Silla inv. PARÍS, negra",UDS,SILLA,0.0,10,2022,23
103124,20000,20000.0,1964-S,PRINCIPAL,2022-10-23,2023-04-16,"Silla inv. TOKIO, azul",Unidad,4.0,193.7,151.1,774.8,937.51,SILLA,Venta,2022-01-01,"Silla inv. TOKIO, azul",UDS,SILLA,4.0,10,2022,23
103124,30000,20000.0,1980-S,PRINCIPAL,2022-10-23,2023-04-16,"Silla giratoria MOSCÚ, roja",Unidad,2.0,191.0,148.9,382.0,462.22,SILLA,Venta,2022-01-01,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0,10,2022,23
103125,10000,10000.0,1896-S,PRINCIPAL,2022-10-23,2023-04-16,Escritorio ATENAS,Unidad,5.0,1005.8,784.6,5029.0,6085.09,MESA,Venta,2022-01-01,Escritorio ATENAS,UDS,MESA,4.0,10,2022,23
103125,20000,10000.0,1972-S,PRINCIPAL,2022-10-23,2023-04-16,"Silla giratoria MUNICH, amar.",Unidad,2.0,191.0,148.9,382.0,462.22,SILLA,Venta,2022-01-01,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0,10,2022,23
103125,30000,10000.0,1996-S,PRINCIPAL,2022-10-23,2023-04-16,"Pizarra ATLANTA, base",Unidad,4.0,1404.3,1095.3,5617.2,6796.81,VARIOS,Venta,2022-01-01,"Pizarra ATLANTA, base",UDS,VARIOS,10.0,10,2022,23
103126,10000,50000.0,1906-S,PRINCIPAL,2022-10-25,2023-04-16,Pedestal móvil ATENAS,Unidad,10.0,435.8,339.9,4358.0,5273.18,ESCRITORIO,Venta,2022-01-01,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0,10,2022,25
103127,10000,30000.0,1928-S,PRINCIPAL,2022-10-26,2023-04-16,Lámpara giratoria roja,Piece,7.0,55.2,43.1,386.4,386.4,VARIOS,Venta,2022-01-01,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0,10,2022,26
103128,10000,40000.0,1908-S,PRINCIPAL,2022-10-26,2023-04-16,"Silla giratoria LONDRES, azul",stück,4.0,191.0,148.9,764.0,764.0,SILLA,Venta,2022-01-01,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0,10,2022,26
103128,20000,40000.0,1920-S,PRINCIPAL,2022-10-26,2023-04-16,Mesa de conferencia AMBERES,stück,2.0,651.1,508.0,1302.2,1302.2,ESCRITORIO,Venta,2022-01-01,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0,10,2022,26
103128,30000,40000.0,1968-S,PRINCIPAL,2022-10-26,2023-04-16,"Silla giratoria MÉXICO, negra",stück,7.0,191.0,148.9,1337.0,1337.0,SILLA,Venta,2022-01-01,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0,10,2022,26
103128,40000,40000.0,1980-S,PRINCIPAL,2022-10-26,2023-04-16,"Silla giratoria MOSCÚ, roja",stück,1.0,191.0,148.9,191.0,191.0,SILLA,Venta,2022-01-01,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0,10,2022,26
103129,10000,20000.0,1900-S,PRINCIPAL,2022-10-28,2023-04-16,"Silla inv. PARÍS, negra",Unidad,3.0,193.7,151.1,581.1,703.13,SILLA,Venta,2022-01-01,"Silla inv. PARÍS, negra",UDS,SILLA,0.0,10,2022,28
103130,10000,30000.0,1896-S,PRINCIPAL,2022-10-29,2023-04-16,ATHENS Desk,Piece,4.0,1005.8,784.6,4023.2,4023.2,MESA,Venta,2022-01-01,Escritorio ATENAS,UDS,MESA,4.0,10,2022,29
103130,20000,30000.0,1936-S,PRINCIPAL,2022-10-29,2023-04-16,"BERLIN Guest Chair, yellow",Piece,9.0,193.7,151.1,1743.3,1743.3,SILLA,Venta,2022-01-01,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0,10,2022,29
103130,30000,30000.0,1972-S,PRINCIPAL,2022-10-29,2023-04-16,"MUNICH Swivel Chair, yellow",Piece,5.0,191.0,148.9,955.0,955.0,SILLA,Venta,2022-01-01,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0,10,2022,29
103130,40000,30000.0,1996-S,PRINCIPAL,2022-10-29,2023-04-16,"ATLANTA Whiteboard, base",Piece,3.0,1404.3,1095.3,4212.9,4212.9,VARIOS,Venta,2022-01-01,"Pizarra ATLANTA, base",UDS,VARIOS,10.0,10,2022,29
103131,10000,50000.0,1920-S,PRINCIPAL,2022-10-31,2023-04-16,Mesa de conferencia AMBERES,Unidad,2.0,651.1,508.0,1302.2,1575.66,ESCRITORIO,Venta,2022-01-01,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0,10,2022,31
103131,20000,50000.0,1988-S,PRINCIPAL,2022-10-31,2023-04-16,"Silla inv. SEUL, roja",Unidad,4.0,193.7,151.1,774.8,937.51,SILLA,Venta,2022-01-01,"Silla inv. SEUL, roja",UDS,SILLA,0.0,10,2022,31
103132,10000,30000.0,1960-S,PRINCIPAL,2022-11-01,2023-04-16,"ROME Guest Chair, green",Piece,1.0,193.7,151.1,193.7,193.7,SILLA,Venta,2022-01-01,"Silla inv. ROMA, verde",UDS,SILLA,2.0,11,2022,1
103132,20000,30000.0,2000-S,PRINCIPAL,2022-11-01,2023-04-16,"SYDNEY Swivel Chair, green",Piece,6.0,191.0,148.9,1146.0,1146.0,SILLA,Venta,2022-01-01,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0,11,2022,1
103133,10000,20000.0,1928-S,PRINCIPAL,2022-11-17,2023-04-16,Lámpara ÁMSTERDAM,Unidad,2.0,55.2,43.1,110.4,133.58,VARIOS,Venta,2022-01-01,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0,11,2022,17
103134,10000,30000.0,1988-S,PRINCIPAL,2022-11-19,2023-04-16,"SEOUL Guest Chair, red",Piece,1.0,193.7,151.1,193.7,193.7,SILLA,Venta,2022-01-01,"Silla inv. SEUL, roja",UDS,SILLA,0.0,11,2022,19
103135,10000,50000.0,1968-S,PRINCIPAL,2022-11-20,2023-04-16,"Silla giratoria MÉXICO, negra",Unidad,2.0,191.0,148.9,382.0,462.22,SILLA,Venta,2022-01-01,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0,11,2022,20
103136,10000,10000.0,1896-S,PRINCIPAL,2022-11-21,2023-04-16,Escritorio ATENAS,Unidad,4.0,1005.8,784.6,4023.2,4868.07,MESA,Venta,2022-01-01,Escritorio ATENAS,UDS,MESA,4.0,11,2022,21
103136,20000,10000.0,1960-S,PRINCIPAL,2022-11-21,2023-04-16,"Silla inv. ROMA, verde",Unidad,3.0,193.7,151.1,581.1,703.14,SILLA,Venta,2022-01-01,"Silla inv. ROMA, verde",UDS,SILLA,2.0,11,2022,21
103136,30000,10000.0,1972-S,PRINCIPAL,2022-11-21,2023-04-16,"Silla giratoria MUNICH, amar.",Unidad,2.0,191.0,148.9,382.0,462.22,SILLA,Venta,2022-01-01,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0,11,2022,21
103136,40000,10000.0,1996-S,PRINCIPAL,2022-11-21,2023-04-16,"Pizarra ATLANTA, base",Unidad,4.0,1404.3,1095.3,5617.2,6796.81,VARIOS,Venta,2022-01-01,"Pizarra ATLANTA, base",UDS,VARIOS,10.0,11,2022,21
103137,10000,20000.0,1900-S,PRINCIPAL,2022-11-22,2023-04-16,"Silla inv. PARÍS, negra",Unidad,3.0,193.7,151.1,581.1,703.13,SILLA,Venta,2022-01-01,"Silla inv. PARÍS, negra",UDS,SILLA,0.0,11,2022,22
103137,20000,20000.0,1964-S,PRINCIPAL,2022-11-22,2023-04-16,"Silla inv. TOKIO, azul",Unidad,4.0,193.7,151.1,774.8,937.51,SILLA,Venta,2022-01-01,"Silla inv. TOKIO, azul",UDS,SILLA,4.0,11,2022,22
103137,30000,20000.0,1980-S,PRINCIPAL,2022-11-22,2023-04-16,"Silla giratoria MOSCÚ, roja",Unidad,2.0,191.0,148.9,382.0,462.22,SILLA,Venta,2022-01-01,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0,11,2022,22
103138,10000,50000.0,1906-S,PRINCIPAL,2022-11-24,2023-04-16,Pedestal móvil ATENAS,Unidad,6.0,435.8,339.9,2614.8,3163.91,ESCRITORIO,Venta,2022-01-01,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0,11,2022,24
103139,10000,40000.0,1908-S,PRINCIPAL,2022-11-24,2023-04-16,"Silla giratoria LONDRES, azul",stück,4.0,191.0,148.9,764.0,764.0,SILLA,Venta,2022-01-01,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0,11,2022,24
103139,20000,40000.0,1920-S,PRINCIPAL,2022-11-24,2023-04-16,Mesa de conferencia AMBERES,stück,2.0,651.1,508.0,1302.2,1302.2,ESCRITORIO,Venta,2022-01-01,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0,11,2022,24
103139,30000,40000.0,1960-S,PRINCIPAL,2022-11-24,2023-04-16,"Silla inv. ROMA, verde",stück,2.0,193.7,151.1,387.4,387.4,SILLA,Venta,2022-01-01,"Silla inv. ROMA, verde",UDS,SILLA,2.0,11,2022,24
103139,40000,40000.0,1968-S,PRINCIPAL,2022-11-24,2023-04-16,"Silla giratoria MÉXICO, negra",stück,4.0,191.0,148.9,764.0,764.0,SILLA,Venta,2022-01-01,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0,11,2022,24
103139,50000,40000.0,1980-S,PRINCIPAL,2022-11-24,2023-04-16,"Silla giratoria MOSCÚ, roja",stück,1.0,191.0,148.9,191.0,191.0,SILLA,Venta,2022-01-01,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0,11,2022,24
103140,10000,20000.0,1900-S,PRINCIPAL,2022-11-25,2023-04-16,"Silla inv. PARÍS, negra",Unidad,4.0,193.7,151.1,774.8,937.51,SILLA,Venta,2022-01-01,"Silla inv. PARÍS, negra",UDS,SILLA,0.0,11,2022,25
103141,10000,30000.0,1896-S,PRINCIPAL,2022-11-25,2023-04-16,ATHENS Desk,Piece,4.0,1005.8,784.6,4023.2,4023.2,MESA,Venta,2022-01-01,Escritorio ATENAS,UDS,MESA,4.0,11,2022,25
103141,20000,30000.0,1928-S,PRINCIPAL,2022-11-25,2023-04-16,Lámpara giratoria roja,Piece,7.0,55.2,43.1,386.4,386.4,VARIOS,Venta,2022-01-01,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0,11,2022,25
103141,30000,30000.0,1996-S,PRINCIPAL,2022-11-25,2023-04-16,"ATLANTA Whiteboard, base",Piece,2.0,1404.3,1095.3,2808.6,2808.6,VARIOS,Venta,2022-01-01,"Pizarra ATLANTA, base",UDS,VARIOS,10.0,11,2022,25
103142,10000,50000.0,1920-S,PRINCIPAL,2022-11-28,2023-04-16,Mesa de conferencia AMBERES,Unidad,2.0,651.1,508.0,1302.2,1575.66,ESCRITORIO,Venta,2022-01-01,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0,11,2022,28
103142,20000,50000.0,1988-S,PRINCIPAL,2022-11-28,2023-04-16,"Silla inv. SEUL, roja",Unidad,4.0,193.7,151.1,774.8,937.51,SILLA,Venta,2022-01-01,"Silla inv. SEUL, roja",UDS,SILLA,0.0,11,2022,28
103143,10000,30000.0,1936-S,PRINCIPAL,2022-11-28,2023-04-16,"BERLIN Guest Chair, yellow",Piece,7.0,193.7,151.1,1355.9,1355.9,SILLA,Venta,2022-01-01,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0,11,2022,28
103143,20000,30000.0,1972-S,PRINCIPAL,2022-11-28,2023-04-16,"MUNICH Swivel Chair, yellow",Piece,3.0,191.0,148.9,573.0,573.0,SILLA,Venta,2022-01-01,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0,11,2022,28
103143,30000,30000.0,2000-S,PRINCIPAL,2022-11-28,2023-04-16,"SYDNEY Swivel Chair, green",Piece,5.0,191.0,148.9,955.0,955.0,SILLA,Venta,2022-01-01,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0,11,2022,28
103144,10000,30000.0,1960-S,PRINCIPAL,2022-12-02,2023-04-16,"ROME Guest Chair, green",Piece,1.0,193.7,151.1,193.7,193.7,SILLA,Venta,2022-01-01,"Silla inv. ROMA, verde",UDS,SILLA,2.0,12,2022,2
103145,10000,20000.0,1928-S,PRINCIPAL,2022-12-18,2023-04-16,Lámpara ÁMSTERDAM,Unidad,2.0,55.2,43.1,110.4,133.58,VARIOS,Venta,2022-01-01,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0,12,2022,18
103145,20000,20000.0,1988-S,PRINCIPAL,2022-12-18,2023-04-16,"Silla inv. SEUL, roja",Unidad,1.0,193.7,151.1,193.7,234.38,SILLA,Venta,2022-01-01,"Silla inv. SEUL, roja",UDS,SILLA,0.0,12,2022,18
103146,10000,10000.0,1960-S,PRINCIPAL,2022-12-19,2023-04-16,"Silla inv. ROMA, verde",Unidad,2.0,193.7,151.1,387.4,468.75,SILLA,Venta,2022-01-01,"Silla inv. ROMA, verde",UDS,SILLA,2.0,12,2022,19
103147,10000,50000.0,1968-S,PRINCIPAL,2022-12-21,2023-04-16,"Silla giratoria MÉXICO, negra",Unidad,1.0,191.0,148.9,191.0,231.11,SILLA,Venta,2022-01-01,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0,12,2022,21
103148,10000,10000.0,1896-S,PRINCIPAL,2022-12-22,2023-04-16,Escritorio ATENAS,Unidad,3.0,1005.8,784.6,3017.4,3651.05,MESA,Venta,2022-01-01,Escritorio ATENAS,UDS,MESA,4.0,12,2022,22
103148,20000,10000.0,1972-S,PRINCIPAL,2022-12-22,2023-04-16,"Silla giratoria MUNICH, amar.",Unidad,1.0,191.0,148.9,191.0,231.11,SILLA,Venta,2022-01-01,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0,12,2022,22
103149,10000,20000.0,1900-S,PRINCIPAL,2022-12-23,2023-04-16,"Silla inv. PARÍS, negra",Unidad,1.0,193.7,151.1,193.7,234.38,SILLA,Venta,2022-01-01,"Silla inv. PARÍS, negra",UDS,SILLA,0.0,12,2022,23
103149,20000,20000.0,1964-S,PRINCIPAL,2022-12-23,2023-04-16,"Silla inv. TOKIO, azul",Unidad,2.0,193.7,151.1,387.4,468.75,SILLA,Venta,2022-01-01,"Silla inv. TOKIO, azul",UDS,SILLA,4.0,12,2022,23
103150,10000,40000.0,1960-S,PRINCIPAL,2022-12-23,2023-04-16,"Silla inv. ROMA, verde",stück,1.0,193.7,151.1,193.7,193.7,SILLA,Venta,2022-01-01,"Silla inv. ROMA, verde",UDS,SILLA,2.0,12,2022,23
103150,20000,40000.0,1996-S,PRINCIPAL,2022-12-23,2023-04-16,"Pizarra ATLANTA, base",stück,2.0,1404.3,1095.3,2808.6,2808.6,VARIOS,Venta,2022-01-01,"Pizarra ATLANTA, base",UDS,VARIOS,10.0,12,2022,23
103151,10000,50000.0,1906-S,PRINCIPAL,2022-12-25,2023-04-16,Pedestal móvil ATENAS,Unidad,2.0,435.8,339.9,871.6,1054.64,ESCRITORIO,Venta,2022-01-01,Pedestal móvil ATENAS,UDS,ESCRITORIO,5.0,12,2022,25
103152,10000,30000.0,1928-S,PRINCIPAL,2022-12-26,2023-04-16,Lámpara giratoria roja,Piece,4.0,55.2,43.1,220.8,220.8,VARIOS,Venta,2022-01-01,Lámpara ÁMSTERDAM,UDS,VARIOS,8.0,12,2022,26
103153,10000,40000.0,1908-S,PRINCIPAL,2022-12-26,2023-04-16,"Silla giratoria LONDRES, azul",stück,3.0,191.0,148.9,573.0,573.0,SILLA,Venta,2022-01-01,"Silla giratoria LONDRES, azul",UDS,SILLA,3.0,12,2022,26
103153,20000,40000.0,1920-S,PRINCIPAL,2022-12-26,2023-04-16,Mesa de conferencia AMBERES,stück,1.0,651.1,508.0,651.1,651.1,ESCRITORIO,Venta,2022-01-01,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0,12,2022,26
103153,30000,40000.0,1968-S,PRINCIPAL,2022-12-26,2023-04-16,"Silla giratoria MÉXICO, negra",stück,3.0,191.0,148.9,573.0,573.0,SILLA,Venta,2022-01-01,"Silla giratoria MÉXICO, negra",UDS,SILLA,10.0,12,2022,26
103154,10000,50000.0,1920-S,PRINCIPAL,2022-12-29,2023-04-16,Mesa de conferencia AMBERES,Unidad,1.0,651.1,508.0,651.1,787.83,ESCRITORIO,Venta,2022-01-01,Mesa de conferencia AMBERES,UDS,ESCRITORIO,10.0,12,2022,29
103155,10000,30000.0,1896-S,PRINCIPAL,2022-12-29,2023-04-16,ATHENS Desk,Piece,3.0,1005.8,784.6,3017.4,3017.4,MESA,Venta,2022-01-01,Escritorio ATENAS,UDS,MESA,4.0,12,2022,29
103155,20000,30000.0,1936-S,PRINCIPAL,2022-12-29,2023-04-16,"BERLIN Guest Chair, yellow",Piece,5.0,193.7,151.1,968.5,968.5,SILLA,Venta,2022-01-01,"Silla invit. BERLÍN, amar.",UDS,SILLA,100.0,12,2022,29
103155,30000,30000.0,1972-S,PRINCIPAL,2022-12-29,2023-04-16,"MUNICH Swivel Chair, yellow",Piece,2.0,191.0,148.9,382.0,382.0,SILLA,Venta,2022-01-01,"Silla giratoria MUNICH, amar.",UDS,SILLA,0.0,12,2022,29
103155,40000,30000.0,1988-S,PRINCIPAL,2022-12-29,2023-04-16,"SEOUL Guest Chair, red",Piece,2.0,193.7,151.1,387.4,387.4,SILLA,Venta,2022-01-01,"Silla inv. SEUL, roja",UDS,SILLA,0.0,12,2022,29
103155,50000,30000.0,2000-S,PRINCIPAL,2022-12-29,2023-04-16,"SYDNEY Swivel Chair, green",Piece,3.0,191.0,148.9,573.0,573.0,SILLA,Venta,2022-01-01,"Silla giratoria SIDNEY, verde",UDS,SILLA,38.0,12,2022,29
103156,10000,20000.0,1900-S,PRINCIPAL,2022-12-29,2023-04-16,"Silla inv. PARÍS, negra",Unidad,2.0,193.7,151.1,387.4,468.75,SILLA,Venta,2022-01-01,"Silla inv. PARÍS, negra",UDS,SILLA,0.0,12,2022,29
103156,20000,20000.0,1980-S,PRINCIPAL,2022-12-29,2023-04-16,"Silla giratoria MOSCÚ, roja",Unidad,2.0,191.0,148.9,382.0,462.22,SILLA,Venta,2022-01-01,"Silla giratoria MOSCÚ, roja",UDS,SILLA,0.0,12,2022,29
103157,10000,10000.0,1996-S,PRINCIPAL,2022-12-31,2023-04-16,"Pizarra ATLANTA, base",Unidad,2.0,1404.3,1095.3,2808.6,3398.41,VARIOS,Venta,2022-01-01,"Pizarra ATLANTA, base",UDS,VARIOS,10.0,12,2022,31
